"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
1995-12-28,0.02,0.022,-13.08,-12.08,0.0311842079882216
1995-12-29,0.86,0.946,-7.81,-6.81,1.34092094349353
1995-12-30,0.19,0.209,-7.57,-6.57,0.296249975888105
1995-12-31,0.08,0.088,-11.41,-10.41,0.124736831952886
1996-01-01,0.12,0.132,-11.49,-10.49,0.18710524792933
1996-01-02,0.04,0.044,-14.77,-13.77,0.0623684159764432
1996-01-03,0.08,0.088,-16.17,-15.17,0.124736831952886
1996-01-04,0.09,0.099,-9.24,-8.24,0.140328935946997
1996-01-05,0.02,0.022,-14.04,-13.04,0.0311842079882216
1996-01-06,0.13,0.143,-9.01,-8.01,0.20269735192344
1996-01-07,0.57,0.627,-0.8,0.2,0.888749927664315
1996-01-08,1.82,2.002,-0.82,0.18,2.83776292692816
1996-01-09,0.38,0.418,-0.23,0.77,0.59249995177621
1996-01-10,0.09,0.099,0.38,1.38,0.140328935946997
1996-01-11,0.64,0.704,0.23,1.23,0.997894655623091
1996-01-12,0.31,0.341,0.17,1.17,0.483355223817435
1996-01-13,0.46,0.506,0.86,1.86,0.717236783729096
1996-01-14,0.26,0.286,0.88,1.88,0.405394703846881
1996-01-15,0.38,0.418,0.29,1.29,0.59249995177621
1996-01-16,0.41,0.451,-0.41,0.59,0.639276263758542
1996-01-17,0.03,0.033,-1.53,-0.53,0.0467763119823324
1996-01-18,0.27,0.297,-1.38,-0.38,0.420986807840991
1996-01-19,0.56,0.616,-2.13,-1.13,0.873157823670204
1996-01-20,0.11,0.121,-2.99,-1.99,0.171513143935219
1996-01-21,0.11,0.121,-5.73,-4.73,0.171513143935219
1996-01-22,0.17,0.187,-4.62,-3.62,0.265065767899884
1996-01-23,0.04,0.044,-6.35,-5.35,0.0623684159764432
1996-01-24,0.8,0.88,-4.55,-3.55,1.24736831952886
1996-01-25,0.61,0.671,-5.92,-4.92,0.951118343640758
1996-01-26,0.18,0.198,-6.16,-5.16,0.280657871893994
1996-01-27,0.03,0.033,-10.14,-9.14,0.0467763119823324
1996-01-28,0.01,0.011,-5.15,-4.15,0.0155921039941108
1996-01-29,0,0,-3.42,-2.42,0
1996-01-30,0.02,0.022,-4.49,-3.49,0.0311842079882216
1996-01-31,0,0,-6.58,-5.58,0
1996-02-01,0.02,0.022,-7.49,-6.49,0.0311842079882216
1996-02-02,0.07,0.077,-8.63,-7.63,0.109144727958776
1996-02-03,0.11,0.121,-6.65,-5.65,0.171513143935219
1996-02-04,0.07,0.077,-8.44,-7.44,0.109144727958776
1996-02-05,0.01,0.011,-14.11,-13.11,0.0155921039941108
1996-02-06,0.09,0.099,-15.38,-14.38,0.140328935946997
1996-02-07,0.08,0.088,-13.52,-12.52,0.124736831952886
1996-02-08,0.22,0.242,-12.33,-11.33,0.343026287870437
1996-02-09,0.5,0.55,-10.83,-9.83,0.77960519970554
1996-02-10,0.53,0.583,-7.95,-6.95,0.826381511687872
1996-02-11,0.4,0.44,-6.49,-5.49,0.623684159764432
1996-02-12,0.92,1.012,-7.22,-6.22,1.43447356745819
1996-02-13,0.09,0.099,-9.51,-8.51,0.140328935946997
1996-02-14,0,0,-9.87,-8.87,0
1996-02-15,2.45,2.695,-1.8,-0.8,3.82006547855714
1996-02-16,0.57,0.627,-1.33,-0.33,0.888749927664315
1996-02-17,2.11,2.321,-10.34,-9.34,3.28993394275738
1996-02-18,0.1,0.11,-16.55,-15.55,0.155921039941108
1996-02-19,0.1,0.11,-11.7,-10.7,0.155921039941108
1996-02-20,0.01,0.011,-10.49,-9.49,0.0155921039941108
1996-02-21,0,0,-11.72,-10.72,0
1996-02-22,0.16,0.176,-11.81,-10.81,0.249473663905773
1996-02-23,0.01,0.011,-13.31,-12.31,0.0155921039941108
1996-02-24,0.08,0.088,-6.4,-5.4,0.124736831952886
1996-02-25,0.3,0.33,-4.23,-3.23,0.467763119823324
1996-02-26,4.34,4.774,0.42,1.42,6.76697313344408
1996-02-27,1.92,2.112,0.77,1.77,2.99368396686927
1996-02-28,0.42,0.462,0.25,1.25,0.654868367752653
1996-02-29,2.66,2.926,0.46,1.46,4.14749966243347
1996-03-01,0.6,0.63,-0.83,0.17,0.4725
1996-03-02,0.23,0.2415,-2.26,-1.26,0.181125
1996-03-03,0.02,0.021,-3.72,-2.72,0.01575
1996-03-04,0.89,0.9345,-0.64,0.36,0.700875
1996-03-05,0.08,0.084,0.13,1.13,0.063
1996-03-06,1.21,1.2705,-0.66,0.34,0.952875
1996-03-07,0.1,0.105,0.75,1.75,0.07875
1996-03-08,0,0,0.5,1.5,0
1996-03-09,0.01,0.0105,-0.78,0.22,0.007875
1996-03-10,0.01,0.0105,-0.49,0.51,0.007875
1996-03-11,0.38,0.399,-1.8,-0.8,0.29925
1996-03-12,0.06,0.063,-2.43,-1.43,0.04725
1996-03-13,0.08,0.084,-2.14,-1.14,0.063
1996-03-14,0.27,0.2835,-0.99,0.01,0.212625
1996-03-15,1.12,1.176,-1.24,-0.24,0.882
1996-03-16,0.56,0.588,-0.28,0.72,0.441
1996-03-17,0.2,0.21,-0.97,0.03,0.1575
1996-03-18,0.01,0.0105,-1.71,-0.71,0.007875
1996-03-19,0,0,-1.63,-0.63,0
1996-03-20,0,0,-0.17,0.83,0
1996-03-21,0.1,0.105,-1.47,-0.47,0.07875
1996-03-22,0.03,0.0315,-1.34,-0.34,0.023625
1996-03-23,0.05,0.0525,-0.29,0.71,0.039375
1996-03-24,0.05,0.0525,-0.31,0.69,0.039375
1996-03-25,0.01,0.0105,0.84,1.84,0.007875
1996-03-26,0.9,0.945,0.32,1.32,0.70875
1996-03-27,0.25,0.2625,0.74,1.74,0.196875
1996-03-28,10.11,10.6155,1.01,2.01,7.961625
1996-03-29,12.21,12.8205,-0.89,0.11,9.615375
1996-03-30,6.88,7.224,-1.22,-0.22,5.418
1996-03-31,7.73,8.1165,-0.32,0.68,6.087375
1996-04-01,0.93,0.9765,-0.65,0.35,0.732375
1996-04-02,0.13,0.1365,-1.4,-0.4,0.102375
1996-04-03,0.01,0.0105,-0.24,0.76,0.007875
1996-04-04,0,0,0.9,1.9,0
1996-04-05,0,0,2.19,3.19,0
1996-04-06,0,0,4.64,5.64,0
1996-04-07,0,0,6.04,7.04,0
1996-04-08,0,0,6.28,7.28,0
1996-04-09,0.01,0.0105,7.87,8.87,0.007875
1996-04-10,0.21,0.2205,2.03,3.03,0.165375
1996-04-11,2.58,2.709,-0.77,0.23,2.03175
1996-04-12,0.27,0.2835,-0.85,0.15,0.212625
1996-04-13,0.01,0.0105,1.27,2.27,0.007875
1996-04-14,0,0,4.14,5.14,0
1996-04-15,0,0,4.98,5.98,0
1996-04-16,0,0,6.26,7.26,0
1996-04-17,0,0,8.34,9.34,0
1996-04-18,0,0,9.76,10.76,0
1996-04-19,0.05,0.0525,9.8,10.8,0.039375
1996-04-20,0.01,0.0105,9.73,10.73,0.007875
1996-04-21,0,0,9.98,10.98,0
1996-04-22,0,0,13.42,14.42,0
1996-04-23,0.27,0.2835,8.87,9.87,0.212625
1996-04-24,1.14,1.197,6.57,7.57,0.89775
1996-04-25,8.46,8.883,4.98,5.98,6.66225
1996-04-26,5.72,6.006,4.68,5.68,4.5045
1996-04-27,0.3,0.315,8.53,9.53,0.23625
1996-04-28,0.71,0.7455,8.37,9.37,0.559125
1996-04-29,0.34,0.357,3.95,4.95,0.26775
1996-04-30,1.75,1.8375,4.25,5.25,1.378125
1996-05-01,0.36,0.378,6.46,7.46,0.2835
1996-05-02,0.04,0.042,7.39,8.39,0.0315
1996-05-03,0.53,0.5565,7.43,8.43,0.417375
1996-05-04,0.59,0.6195,7.46,8.46,0.464625
1996-05-05,13.98,14.679,3.85,4.85,11.00925
1996-05-06,11.15,11.7075,2.97,3.97,8.780625
1996-05-07,0.81,0.8505,5.29,6.29,0.637875
1996-05-08,0.01,0.0105,6.35,7.35,0.007875
1996-05-09,0.16,0.168,5.79,6.79,0.126
1996-05-10,1.46,1.533,5.78,6.78,1.14975
1996-05-11,0.18,0.189,9.28,10.28,0.14175
1996-05-12,0.01,0.0105,12.87,13.87,0.007875
1996-05-13,0,0,14.85,15.85,0
1996-05-14,0.52,0.546,13.98,14.98,0.4095
1996-05-15,6.48,6.804,5.19,6.19,5.103
1996-05-16,1.42,1.491,5.05,6.05,1.11825
1996-05-17,0.09,0.0945,3.59,4.59,0.070875
1996-05-18,0.06,0.063,4.73,5.73,0.04725
1996-05-19,0.01,0.0105,6.21,7.21,0.007875
1996-05-20,0,0,7.17,8.17,0
1996-05-21,0,0,8.74,9.74,0
1996-05-22,0,0,10.79,11.79,0
1996-05-23,0.01,0.0105,12.05,13.05,0.007875
1996-05-24,0.92,0.966,11.74,12.74,0.7245
1996-05-25,12.78,13.419,9.99,10.99,10.06425
1996-05-26,1.11,1.1655,10.53,11.53,0.874125
1996-05-27,1.2,1.26,10.45,11.45,0.945
1996-05-28,11.85,12.4425,8.18,9.18,9.331875
1996-05-29,0.97,1.0185,8.99,9.99,0.763875
1996-05-30,0.03,0.0315,11.59,12.59,0.023625
1996-05-31,0,0,11.25,12.25,0
1996-06-01,0.13,0.117,13.09,14.09,0.08775
1996-06-02,0.02,0.018,12.76,13.76,0.0135
1996-06-03,0,0,13.2,14.2,0
1996-06-04,0,0,13.86,14.86,0
1996-06-05,0,0,15.81,16.81,0
1996-06-06,1.08,0.972,16.76,17.76,0.729
1996-06-07,0.07,0.063,16.99,17.99,0.04725
1996-06-08,0,0,18.59,19.59,0
1996-06-09,0.03,0.027,17.33,18.33,0.02025
1996-06-10,0.34,0.306,17.7,18.7,0.2295
1996-06-11,0.03,0.027,18.74,19.74,0.02025
1996-06-12,9.48,8.532,16.87,17.87,6.399
1996-06-13,8.7,7.83,13.88,14.88,5.8725
1996-06-14,0.73,0.657,12.67,13.67,0.49275
1996-06-15,0.42,0.378,13.17,14.17,0.2835
1996-06-16,0.03,0.027,14.96,15.96,0.02025
1996-06-17,1.28,1.152,16.93,17.93,0.864
1996-06-18,1.59,1.431,14.54,15.54,1.07325
1996-06-19,12.93,11.637,11.36,12.36,8.72775
1996-06-20,3.88,3.492,12.02,13.02,2.619
1996-06-21,8.53,7.677,12.05,13.05,5.75775
1996-06-22,6.7,6.03,12.22,13.22,4.5225
1996-06-23,0.92,0.828,13.62,14.62,0.621
1996-06-24,0.09,0.081,14.26,15.26,0.06075
1996-06-25,0,0,14.82,15.82,0
1996-06-26,0.68,0.612,16.66,17.66,0.459
1996-06-27,4.22,3.798,16.26,17.26,2.8485
1996-06-28,1.75,1.575,14.66,15.66,1.18125
1996-06-29,0.1,0.09,16.34,17.34,0.0675
1996-06-30,0.39,0.351,15.82,16.82,0.26325
1996-07-01,18.41,16.569,12.86,13.86,12.42675
1996-07-02,6.95,6.255,13,14,4.69125
1996-07-03,1.15,1.035,12.51,13.51,0.77625
1996-07-04,5.74,5.166,13.43,14.43,3.8745
1996-07-05,19.33,17.397,14.84,15.84,13.04775
1996-07-06,1.42,1.278,14.07,15.07,0.9585
1996-07-07,0.16,0.144,14.85,15.85,0.108
1996-07-08,0.45,0.405,14.99,15.99,0.30375
1996-07-09,12.07,10.863,12.9,13.9,8.14725
1996-07-10,17.76,15.984,13.61,14.61,11.988
1996-07-11,0.92,0.828,17.41,18.41,0.621
1996-07-12,1.48,1.332,16.56,17.56,0.999
1996-07-13,4.47,4.023,15.61,16.61,3.01725
1996-07-14,2.1,1.89,16.44,17.44,1.4175
1996-07-15,0.49,0.441,15.31,16.31,0.33075
1996-07-16,1.61,1.449,13.17,14.17,1.08675
1996-07-17,0.25,0.225,13.65,14.65,0.16875
1996-07-18,5.29,4.761,12.19,13.19,3.57075
1996-07-19,1.66,1.494,14.02,15.02,1.1205
1996-07-20,3.58,3.222,14.52,15.52,2.4165
1996-07-21,0.38,0.342,14.83,15.83,0.2565
1996-07-22,0.03,0.027,16.78,17.78,0.02025
1996-07-23,0,0,19.15,20.15,0
1996-07-24,0.61,0.549,19.55,20.55,0.41175
1996-07-25,2.02,1.818,18.49,19.49,1.3635
1996-07-26,3,2.7,19.65,20.65,2.025
1996-07-27,0.27,0.243,18.12,19.12,0.18225
1996-07-28,0.38,0.342,16.58,17.58,0.2565
1996-07-29,0.18,0.162,16.57,17.57,0.1215
1996-07-30,0.03,0.027,16.41,17.41,0.02025
1996-07-31,0.44,0.396,16.31,17.31,0.297
1996-08-01,1.91,1.719,16.8,17.8,1.28925
1996-08-02,9.23,8.307,15.21,16.21,6.23025
1996-08-03,1.65,1.485,14.5,15.5,1.11375
1996-08-04,0.11,0.099,16.74,17.74,0.07425
1996-08-05,0.01,0.009,17.96,18.96,0.00675
1996-08-06,0.03,0.027,17.51,18.51,0.02025
1996-08-07,0.37,0.333,16.86,17.86,0.24975
1996-08-08,0.21,0.189,17.15,18.15,0.14175
1996-08-09,1.29,1.161,17.25,18.25,0.87075
1996-08-10,0.14,0.126,17.8,18.8,0.0945
1996-08-11,0.08,0.072,19.03,20.03,0.054
1996-08-12,0,0,19.26,20.26,0
1996-08-13,0.01,0.009,19.51,20.51,0.00675
1996-08-14,0.24,0.216,19.64,20.64,0.162
1996-08-15,8.57,7.713,18.37,19.37,5.78475
1996-08-16,0.72,0.648,19.21,20.21,0.486
1996-08-17,0.18,0.162,19.97,20.97,0.1215
1996-08-18,0.01,0.009,19.56,20.56,0.00675
1996-08-19,0,0,20.55,21.55,0
1996-08-20,0,0,21.37,22.37,0
1996-08-21,0,0,21.69,22.69,0
1996-08-22,0.34,0.306,20.88,21.88,0.2295
1996-08-23,6.58,5.922,18.57,19.57,4.4415
1996-08-24,8.98,8.082,18.38,19.38,6.0615
1996-08-25,6.9,6.21,18.95,19.95,4.6575
1996-08-26,21.75,19.575,17.34,18.34,14.68125
1996-08-27,12.64,11.376,17.19,18.19,8.532
1996-08-28,0.85,0.765,17.53,18.53,0.57375
1996-08-29,3.64,3.276,17.75,18.75,2.457
1996-08-30,0.62,0.558,17.21,18.21,0.4185
1996-08-31,13.29,11.961,16.06,17.06,8.97075
1996-09-01,1.7,1.7,15.6,16.6,2.19294770335683
1996-09-02,0.08,0.08,15.32,16.32,0.103197538981498
1996-09-03,0.36,0.36,15.6,16.6,0.46438892541674
1996-09-04,0.04,0.04,12.01,13.01,0.0515987694907489
1996-09-05,0.38,0.38,10.73,11.73,0.490188310162114
1996-09-06,0.57,0.57,9.97,10.97,0.735282465243171
1996-09-07,0.89,0.89,10.83,11.83,1.14807262116916
1996-09-08,0.24,0.24,10.7,11.7,0.309592616944493
1996-09-09,0.02,0.02,9.48,10.48,0.0257993847453744
1996-09-10,1.03,1.03,8.44,9.44,1.32866831438678
1996-09-11,0.15,0.15,7.49,8.49,0.193495385590308
1996-09-12,17.24,17.24,7.44,8.44,22.2390696505128
1996-09-13,7.82,7.82,10.02,11.02,10.0875594354414
1996-09-14,1.1,1.1,8.66,9.66,1.41896616099559
1996-09-15,0.85,0.85,9.4,10.4,1.09647385167841
1996-09-16,0.06,0.06,9.58,10.58,0.0773981542361233
1996-09-17,0,0,9.58,10.58,0
1996-09-18,0,0,9.57,10.57,0
1996-09-19,0.12,0.12,10.73,11.73,0.154796308472247
1996-09-20,0.02,0.02,7.52,8.52,0.0257993847453744
1996-09-21,0,0,6.87,7.87,0
1996-09-22,0.09,0.09,8.86,9.86,0.116097231354185
1996-09-23,0.02,0.02,8.71,9.71,0.0257993847453744
1996-09-24,0.01,0.01,7.66,8.66,0.0128996923726872
1996-09-25,0,0,6.6,7.6,0
1996-09-26,0,0,7.22,8.22,0
1996-09-27,0.15,0.15,8.91,9.91,0.193495385590308
1996-09-28,5.31,5.31,9.22,10.22,6.84973664989691
1996-09-29,4.74,4.74,8.77,9.77,6.11445418465374
1996-09-30,1.14,1.14,10.64,11.64,1.47056493048634
1996-10-01,0.17,0.17,10.33,11.33,0.219294770335683
1996-10-02,0.04,0.04,7.96,8.96,0.0515987694907489
1996-10-03,0.06,0.06,7.37,8.37,0.0773981542361233
1996-10-04,1.41,1.41,10.05,11.05,1.8188566245489
1996-10-05,0.12,0.12,8.36,9.36,0.154796308472247
1996-10-06,0.06,0.06,10.15,11.15,0.0773981542361233
1996-10-07,0.04,0.04,12.43,13.43,0.0515987694907489
1996-10-08,1.45,1.45,11.94,12.94,1.87045539403965
1996-10-09,0.42,0.42,10.5,11.5,0.541787079652863
1996-10-10,0.04,0.04,7.87,8.87,0.0515987694907489
1996-10-11,0,0,4.38,5.38,0
1996-10-12,0.56,0.56,9.73,10.73,0.722382772870484
1996-10-13,3.17,3.17,7.38,8.38,4.08920248214185
1996-10-14,0.65,0.65,6.67,7.67,0.838480004224669
1996-10-15,0.61,0.61,8.84,9.84,0.78688123473392
1996-10-16,0.07,0.07,8.42,9.42,0.0902978466088105
1996-10-17,7.08,7.08,9.58,10.58,9.13298219986255
1996-10-18,2.35,2.35,9.31,10.31,3.0314277075815
1996-10-19,0.2,0.2,7.72,8.72,0.257993847453744
1996-10-20,0.15,0.15,7.85,8.85,0.193495385590308
1996-10-21,0.07,0.07,6.51,7.51,0.0902978466088105
1996-10-22,1.25,1.25,5.54,6.54,1.6124615465859
1996-10-23,0.07,0.07,4.3,5.3,0.0902978466088105
1996-10-24,0.04,0.04,5.44,6.44,0.0515987694907489
1996-10-25,0,0,5.82,6.82,0
1996-10-26,0.07,0.07,5.28,6.28,0.0902978466088105
1996-10-27,1.16,1.16,6.77,7.77,1.49636431523172
1996-10-28,11.46,11.46,7.56,8.56,14.7830474590996
1996-10-29,8.25,8.25,8.11,9.11,10.642246207467
1996-10-30,2.05,2.05,4.1,5.1,2.64443693640088
1996-10-31,0.09,0.09,-0.26,0.74,0.116097231354185
1996-11-01,15.91,17.501,4.32,5.32,22.5757516214399
1996-11-02,5.27,5.797,6.48,7.48,7.47795166844678
1996-11-03,1.42,1.562,9.68,10.68,2.01493194861374
1996-11-04,2.07,2.277,7.11,8.11,2.93725995326088
1996-11-05,9.81,10.791,8.94,9.94,13.9200580393668
1996-11-06,5.24,5.764,6.47,7.47,7.43538268361691
1996-11-07,4.93,5.423,3.7,4.7,6.99550317370828
1996-11-08,0.22,0.242,-0.38,0.62,0.312172555419031
1996-11-09,5.59,6.149,1.04,2.04,7.93202083996537
1996-11-10,7.04,7.744,-1.54,-0.54,9.98952177340898
1996-11-11,0.43,0.473,-1.73,-0.73,0.610155449228105
1996-11-12,5.49,6.039,1.03,2.03,7.79012422386581
1996-11-13,10.77,11.847,-0.07,0.93,15.2822655539225
1996-11-14,0.8,0.88,-5.21,-4.21,1.13517292879648
1996-11-15,0.05,0.055,3.73,4.73,0.0709483080497797
1996-11-16,1.08,1.188,5.69,6.69,1.53248345387524
1996-11-17,0.76,0.836,4.86,5.86,1.07841428235665
1996-11-18,0.79,0.869,3.3,4.3,1.12098326718652
1996-11-19,18.79,20.669,4.8,5.8,26.6623741651072
1996-11-20,2.04,2.244,2.73,3.73,2.89469096843101
1996-11-21,2.09,2.299,3.99,4.99,2.96563927648079
1996-11-22,0.47,0.517,1.42,2.42,0.666914095667929
1996-11-23,2.76,3.036,0.94,1.94,3.91634660434784
1996-11-24,0.22,0.242,-0.75,0.25,0.312172555419031
1996-11-25,0.16,0.176,-0.8,0.2,0.227034585759295
1996-11-26,0.7,0.77,-1.12,-0.12,0.993276312696916
1996-11-27,0.08,0.088,-2.56,-1.56,0.113517292879648
1996-11-28,2.45,2.695,-1.45,-0.45,3.4764670944392
1996-11-29,5.04,5.544,-2.69,-1.69,7.15158945141779
1996-11-30,0.92,1.012,-2.44,-1.44,1.30544886811595
1996-12-01,0.23,0.253,-2.75,-1.75,0.326362217028987
1996-12-02,2.56,2.816,0.41,1.41,3.63255337214872
1996-12-03,0.68,0.748,1.46,2.46,0.964896989477004
1996-12-04,5.13,5.643,2.56,3.56,7.2792964059074
1996-12-05,0.53,0.583,2.8,3.8,0.752052065327665
1996-12-06,2.38,2.618,2.38,3.38,3.37713946316951
1996-12-07,0.21,0.231,-1.35,-0.35,0.297982893809075
1996-12-08,0.12,0.132,1.44,2.44,0.170275939319471
1996-12-09,0.03,0.033,3.74,4.74,0.0425689848298678
1996-12-10,0.17,0.187,3.04,4.04,0.241224247369251
1996-12-11,0.51,0.561,2.19,3.19,0.723672742107753
1996-12-12,0.89,0.979,0.53,1.53,1.26287988328608
1996-12-13,12.53,13.783,-5.14,-4.14,17.7796459972748
1996-12-14,0.63,0.693,-11.15,-10.15,0.893948681427224
1996-12-15,0.56,0.616,-10.29,-9.29,0.794621050157533
1996-12-16,0.03,0.033,-6.39,-5.39,0.0425689848298678
1996-12-17,0,0,-8.27,-7.27,0
1996-12-18,0.46,0.506,-6.89,-5.89,0.652724434057973
1996-12-19,0.04,0.044,-9.91,-8.91,0.0567586464398238
1996-12-20,0.05,0.055,-11.65,-10.65,0.0709483080497797
1996-12-21,0.13,0.143,-8.23,-7.23,0.184465600929427
1996-12-22,0.03,0.033,-9.4,-8.4,0.0425689848298678
1996-12-23,0.15,0.165,-12.53,-11.53,0.212844924149339
1996-12-24,1.12,1.232,-5.64,-4.64,1.58924210031507
1996-12-25,0.13,0.143,-10.4,-9.4,0.184465600929427
1996-12-26,0.11,0.121,-9.72,-8.72,0.156086277709515
1996-12-27,3.13,3.443,-0.28,0.72,4.44136408391621
1996-12-28,1.25,1.375,-1.86,-0.86,1.77370770124449
1996-12-29,2.27,2.497,-2.13,-1.13,3.22105318546
1996-12-30,0.91,1.001,-5.19,-4.19,1.29125920650599
1996-12-31,0.11,0.121,-11.23,-10.23,0.156086277709515
1997-01-01,0.02,0.022,-8.35,-7.35,0.0283793232199119
1997-01-02,0,0,-14.07,-13.07,0
1997-01-03,0,0,-13.36,-12.36,0
1997-01-04,0.02,0.022,-6.82,-5.82,0.0283793232199119
1997-01-05,0.19,0.209,-2.35,-1.35,0.269603570589163
1997-01-06,0.03,0.033,-5.21,-4.21,0.0425689848298678
1997-01-07,0.01,0.011,-5.44,-4.44,0.0141896616099559
1997-01-08,0.05,0.055,-5.88,-4.88,0.0709483080497797
1997-01-09,0.46,0.506,-6.86,-5.86,0.652724434057973
1997-01-10,0.03,0.033,-11.93,-10.93,0.0425689848298678
1997-01-11,1.13,1.243,-9.82,-8.82,1.60343176192502
1997-01-12,4.53,4.983,-5.36,-4.36,6.42791670931004
1997-01-13,0.54,0.594,3.66,4.66,0.766241726937621
1997-01-14,0.01,0.011,1.88,2.88,0.0141896616099559
1997-01-15,0,0,3.68,4.68,0
1997-01-16,0.01,0.011,0.42,1.42,0.0141896616099559
1997-01-17,0.22,0.242,-0.23,0.77,0.312172555419031
1997-01-18,0.69,0.759,0.11,1.11,0.97908665108696
1997-01-19,0.07,0.077,0.4,1.4,0.0993276312696916
1997-01-20,0.01,0.011,-2.55,-1.55,0.0141896616099559
1997-01-21,0.01,0.011,0.22,1.22,0.0141896616099559
1997-01-22,0.01,0.011,0.3,1.3,0.0141896616099559
1997-01-23,2.95,3.245,-0.16,0.84,4.185950174937
1997-01-24,0.19,0.209,-2.39,-1.39,0.269603570589163
1997-01-25,0.03,0.033,-4.22,-3.22,0.0425689848298678
1997-01-26,0.04,0.044,0.05,1.05,0.0567586464398238
1997-01-27,0.04,0.044,0.67,1.67,0.0567586464398238
1997-01-28,0.09,0.099,0.27,1.27,0.127706954489603
1997-01-29,0.01,0.011,2.05,3.05,0.0141896616099559
1997-01-30,0,0,1.66,2.66,0
1997-01-31,0,0,-0.31,0.69,0
1997-02-01,0,0,-2.15,-1.15,0
1997-02-02,0,0,-2.49,-1.49,0
1997-02-03,0.74,0.814,-1.19,-0.19,1.05003495913674
1997-02-04,0.29,0.319,0.89,1.89,0.411500186688722
1997-02-05,0.02,0.022,-2.04,-1.04,0.0283793232199119
1997-02-06,0.1,0.11,-1,0,0.141896616099559
1997-02-07,1.2,1.32,4.26,5.26,1.70275939319471
1997-02-08,0.05,0.055,2.97,3.97,0.0709483080497797
1997-02-09,10.51,11.561,1.3,2.3,14.9133343520637
1997-02-10,1.17,1.287,1.93,2.93,1.66019040836484
1997-02-11,10.51,11.561,2.4,3.4,14.9133343520637
1997-02-12,0.55,0.605,0.93,1.93,0.780431388547577
1997-02-13,0.88,0.968,-1.99,-0.99,1.24869022167612
1997-02-14,0.55,0.605,-7.18,-6.18,0.780431388547577
1997-02-15,0.1,0.11,-10.08,-9.08,0.141896616099559
1997-02-16,0.01,0.011,-9.64,-8.64,0.0141896616099559
1997-02-17,0,0,-7.62,-6.62,0
1997-02-18,2.37,2.607,-2.46,-1.46,3.36294980155956
1997-02-19,8.31,9.141,-0.19,0.81,11.7916087978734
1997-02-20,3.55,3.905,-0.23,0.77,5.03732987153436
1997-02-21,5.12,5.632,1.31,2.31,7.26510674429744
1997-02-22,0.71,0.781,1.21,2.21,1.00746597430687
1997-02-23,0.05,0.055,5.56,6.56,0.0709483080497797
1997-02-24,2.03,2.233,6.06,7.06,2.88050130682105
1997-02-25,9.52,10.472,3.06,4.06,13.5085578526781
1997-02-26,4.76,5.236,2.61,3.61,6.75427892633903
1997-02-27,0.24,0.264,1.49,2.49,0.340551878638943
1997-02-28,1.01,1.111,1.08,2.08,1.43315582260555
1997-03-01,0.09,0.0945,4.94,5.94,0.070875
1997-03-02,0.95,0.9975,6,7,0.748125
1997-03-03,1.93,2.0265,4.93,5.93,1.519875
1997-03-04,0.09,0.0945,3.18,4.18,0.070875
1997-03-05,0,0,2.58,3.58,0
1997-03-06,3.37,3.5385,4.07,5.07,2.653875
1997-03-07,0.24,0.252,2.73,3.73,0.189
1997-03-08,1.28,1.344,5.31,6.31,1.008
1997-03-09,0.07,0.0735,3.55,4.55,0.055125
1997-03-10,0,0,3.48,4.48,0
1997-03-11,0,0,4.81,5.81,0
1997-03-12,0,0,4.36,5.36,0
1997-03-13,0,0,5.53,6.53,0
1997-03-14,0.01,0.0105,0.02,1.02,0.007875
1997-03-15,0.21,0.2205,-0.76,0.24,0.165375
1997-03-16,0.17,0.1785,-1.79,-0.79,0.133875
1997-03-17,0.02,0.021,-2.6,-1.6,0.01575
1997-03-18,0.01,0.0105,-2.3,-1.3,0.007875
1997-03-19,0.01,0.0105,-3.22,-2.22,0.007875
1997-03-20,0.04,0.042,-2.39,-1.39,0.0315
1997-03-21,1.15,1.2075,-1.94,-0.94,0.905625
1997-03-22,1.26,1.323,-2.47,-1.47,0.99225
1997-03-23,0.13,0.1365,-2.72,-1.72,0.102375
1997-03-24,0.1,0.105,-2.18,-1.18,0.07875
1997-03-25,0.04,0.042,-1.14,-0.14,0.0315
1997-03-26,8.23,8.6415,0.29,1.29,6.481125
1997-03-27,1.28,1.344,5.33,6.33,1.008
1997-03-28,0.4,0.42,3.23,4.23,0.315
1997-03-29,0.34,0.357,2.99,3.99,0.26775
1997-03-30,0.03,0.0315,3.85,4.85,0.023625
1997-03-31,0.38,0.399,7.7,8.7,0.29925
1997-04-01,0.03,0.0315,8.18,9.18,0.023625
1997-04-02,0.06,0.063,7.34,8.34,0.04725
1997-04-03,2.23,2.3415,5.76,6.76,1.756125
1997-04-04,0.97,1.0185,2.54,3.54,0.763875
1997-04-05,0.39,0.4095,0.59,1.59,0.307125
1997-04-06,0.28,0.294,-0.25,0.75,0.2205
1997-04-07,0.45,0.4725,-0.09,0.91,0.354375
1997-04-08,0.04,0.042,0.93,1.93,0.0315
1997-04-09,2.06,2.163,3.57,4.57,1.62225
1997-04-10,0.67,0.7035,5.65,6.65,0.527625
1997-04-11,13.72,14.406,0.89,1.89,10.8045
1997-04-12,1.02,1.071,-0.98,0.02,0.80325
1997-04-13,0.37,0.3885,5.74,6.74,0.291375
1997-04-14,0.54,0.567,3.72,4.72,0.42525
