"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
1995-05-18,13.35,14.0175,8.41,9.41,10.9868999160014
1995-05-19,0.88,0.924,8.18,9.18,0.924
1995-05-20,0.29,0.3045,9.18,10.18,0.3045
1995-05-21,8.53,8.9565,8.17,9.17,8.9565
1995-05-22,5.53,5.8065,6.7,7.7,5.8065
1995-05-23,0.48,0.504,7.12,8.12,0.504
1995-05-24,0.01,0.0105,9.65,10.65,0.0105
1995-05-25,0,0,11.75,12.75,0
1995-05-26,0,0,12.05,13.05,0
1995-05-27,0,0,14.96,15.96,0
1995-05-28,0,0,16.85,17.85,0
1995-05-29,0.01,0.0105,18.03,19.03,0.0105
1995-05-30,0.12,0.126,18.57,19.57,0.126
1995-05-31,1.63,1.7115,19.91,20.91,1.7115
1995-06-01,0.61,0.549,19,20,0.549
1995-06-02,2.29,2.061,19.06,20.06,2.061
1995-06-03,0.69,0.621,17.56,18.56,0.621
1995-06-04,0.09,0.081,17.61,18.61,0.081
1995-06-05,0,0,17.72,18.72,0
1995-06-06,0.01,0.009,17.57,18.57,0.009
1995-06-07,0.22,0.198,17.07,18.07,0.198
1995-06-08,8.09,7.281,15.62,16.62,7.281
1995-06-09,0.72,0.648,15.41,16.41,0.648
1995-06-10,5.65,5.085,13.3,14.3,5.085
1995-06-11,1.37,1.233,14.5,15.5,1.233
1995-06-12,15.96,14.364,11.16,12.16,11.7280194490799
1995-06-13,2.25,2.025,13.65,14.65,2.025
1995-06-14,6.87,6.183,16.2,17.2,6.183
1995-06-15,2.98,2.682,16.04,17.04,2.682
1995-06-16,0.69,0.621,16.52,17.52,0.621
1995-06-17,2.81,2.529,14.92,15.92,2.529
1995-06-18,5.23,4.707,13.44,14.44,4.707
1995-06-19,12.75,11.475,12.76,13.76,5.71959579030691
1995-06-20,1.01,0.909,16.22,17.22,0.909
1995-06-21,1.93,1.737,16.55,17.55,1.737
1995-06-22,6.67,6.003,12.12,13.12,6.003
1995-06-23,0.39,0.351,15.41,16.41,0.351
1995-06-24,0,0,19.03,20.03,0
1995-06-25,0,0,19.15,20.15,0
1995-06-26,0,0,19.82,20.82,0
1995-06-27,0,0,17.27,18.27,0
1995-06-28,0.76,0.684,19.1,20.1,0.684
1995-06-29,0.26,0.234,16.78,17.78,0.234
1995-06-30,0.08,0.072,14.29,15.29,0.072
1995-07-01,0.94,0.846,12.71,13.71,0.846
1995-07-02,0.08,0.072,15.04,16.04,0.072
1995-07-03,1.12,1.008,16.02,17.02,1.008
1995-07-04,4.17,3.753,13.25,14.25,3.753
1995-07-05,0.26,0.234,14.91,15.91,0.234
1995-07-06,0.63,0.567,14.34,15.34,0.567
1995-07-07,0.2,0.18,18.67,19.67,0.18
1995-07-08,0.09,0.081,19.01,20.01,0.081
1995-07-09,0.01,0.009,16.64,17.64,0.009
1995-07-10,0.35,0.315,15.94,16.94,0.315
1995-07-11,0.03,0.027,19.4,20.4,0.027
1995-07-12,0,0,20.39,21.39,0
1995-07-13,0,0,21.4,22.4,0
1995-07-14,0,0,20.21,21.21,0
1995-07-15,0,0,18.14,19.14,0
1995-07-16,6.33,5.697,16.16,17.16,5.697
1995-07-17,5.23,4.707,16.17,17.17,4.707
1995-07-18,0.64,0.576,17.96,18.96,0.576
1995-07-19,4.8,4.32,17.48,18.48,4.32
1995-07-20,0.46,0.414,17.61,18.61,0.414
1995-07-21,0.85,0.765,19.9,20.9,0.765
1995-07-22,0.19,0.171,17.03,18.03,0.171
1995-07-23,0.02,0.018,16.98,17.98,0.018
1995-07-24,2.07,1.863,16.2,17.2,1.863
1995-07-25,1.08,0.972,16.58,17.58,0.972
1995-07-26,0.09,0.081,18.28,19.28,0.081
1995-07-27,0,0,21.1,22.1,0
1995-07-28,0,0,21.39,22.39,0
1995-07-29,0,0,23.59,24.59,0
1995-07-30,0.1,0.09,23.24,24.24,0.09
1995-07-31,0.01,0.009,22.79,23.79,0.009
1995-08-01,0,0,23.13,24.13,0
1995-08-02,0,0,22.26,23.26,0
1995-08-03,0.37,0.333,20.76,21.76,0.333
1995-08-04,0.12,0.108,18.62,19.62,0.108
1995-08-05,0.01,0.009,20.38,21.38,0.009
1995-08-06,0.06,0.054,21.99,22.99,0.054
1995-08-07,7.63,6.867,15.26,16.26,6.867
1995-08-08,0.4,0.36,14.77,15.77,0.36
1995-08-09,0,0,17.62,18.62,0
1995-08-10,0.66,0.594,18.11,19.11,0.594
1995-08-11,0.04,0.036,18.28,19.28,0.036
1995-08-12,0,0,20.64,21.64,0
1995-08-13,0.01,0.009,22.38,23.38,0.009
1995-08-14,15.82,14.238,18.54,19.54,11.3495242967377
1995-08-15,4.92,4.428,17.51,18.51,4.428
1995-08-16,0.3,0.27,18.19,19.19,0.27
1995-08-17,0,0,21.95,22.95,0
1995-08-18,0,0,23.48,24.48,0
1995-08-19,0,0,20.88,21.88,0
1995-08-20,0,0,17.73,18.73,0
1995-08-21,0.11,0.099,18.85,19.85,0.099
1995-08-22,0.01,0.009,21.94,22.94,0.009
1995-08-23,0,0,22.16,23.16,0
1995-08-24,11.02,9.918,18.09,19.09,9.918
1995-08-25,2.56,2.304,16.85,17.85,2.304
1995-08-26,8.2,7.38,13.37,14.37,7.38
1995-08-27,0.46,0.414,13.43,14.43,0.414
1995-08-28,0.01,0.009,11.52,12.52,0.009
1995-08-29,0.03,0.027,10.97,11.97,0.027
1995-08-30,2.7,2.43,10.99,11.99,2.43
1995-08-31,0.16,0.144,13.12,14.12,0.144
1995-09-01,4.3,4.3,12.71,13.71,4.3
1995-09-02,0.56,0.56,14.44,15.44,0.56
1995-09-03,15.49,15.49,15.55,16.55,14.0694082451
1995-09-04,8.14,8.14,14.03,15.03,8.14
1995-09-05,11.78,11.78,13.9,14.9,6.29858324565708
1995-09-06,6.2,6.2,15.19,16.19,6.2
1995-09-07,3.15,3.15,15.12,16.12,3.15
1995-09-08,1.92,1.92,14.87,15.87,1.92
1995-09-09,1.61,1.61,12.92,13.92,1.61
1995-09-10,0.61,0.61,11.47,12.47,0.61
1995-09-11,0.19,0.19,11.04,12.04,0.19
1995-09-12,0.03,0.03,12,13,0.03
1995-09-13,0.01,0.01,12.58,13.58,0.01
1995-09-14,0.01,0.01,12.37,13.37,0.01
1995-09-15,2.23,2.23,11.55,12.55,2.23
1995-09-16,0.15,0.15,10.78,11.78,0.15
1995-09-17,0,0,9.86,10.86,0
1995-09-18,0.07,0.07,8.83,9.83,0.07
1995-09-19,0.01,0.01,8.89,9.89,0.01
1995-09-20,3.19,3.19,9.24,10.24,3.19
1995-09-21,0.22,0.22,10,11,0.22
1995-09-22,0,0,12.05,13.05,0
1995-09-23,0,0,12.25,13.25,0
1995-09-24,0.1,0.1,12.35,13.35,0.1
1995-09-25,0.37,0.37,12.24,13.24,0.37
1995-09-26,0.32,0.32,12.48,13.48,0.32
1995-09-27,0.03,0.03,9.9,10.9,0.03
1995-09-28,18.56,18.56,7.47,8.47,20.9028328457787
1995-09-29,27.63,27.63,6.82,7.82,38.1173288167091
1995-09-30,15.62,15.62,4.15,5.15,14.3543877290305
1995-10-01,0.82,0.82,4.82,5.82,0.82
1995-10-02,0.04,0.04,5.41,6.41,0.04
1995-10-03,0.08,0.08,10.53,11.53,0.08
1995-10-04,2.05,2.05,11,12,2.05
1995-10-05,2.97,2.97,13.41,14.41,2.97
1995-10-06,6.26,6.26,12.02,13.02,6.26
1995-10-07,1.73,1.73,12.08,13.08,1.73
1995-10-08,0.17,0.17,12.66,13.66,0.17
1995-10-09,0,0,15.01,16.01,0
1995-10-10,0.03,0.03,14.05,15.05,0.03
1995-10-11,0,0,10.86,11.86,0
1995-10-12,0,0,10.03,11.03,0
1995-10-13,0.2,0.2,10.91,11.91,0.2
1995-10-14,0.01,0.01,6.23,7.23,0.01
1995-10-15,1.94,1.94,6.86,7.86,1.94
1995-10-16,0.48,0.48,11.3,12.3,0.48
1995-10-17,0.41,0.41,12.87,13.87,0.41
1995-10-18,6.38,6.38,9.97,10.97,6.38
1995-10-19,1.89,1.89,11.11,12.11,1.89
1995-10-20,0.08,0.08,7.7,8.7,0.08
1995-10-21,0,0,4.16,5.16,0
1995-10-22,0.24,0.24,3.32,4.32,0.24
1995-10-23,0.49,0.49,8.64,9.64,0.49
1995-10-24,0.1,0.1,9.3,10.3,0.1
1995-10-25,0.08,0.08,9.37,10.37,0.08
1995-10-26,0.01,0.01,10.08,11.08,0.01
1995-10-27,6.61,6.61,10.82,11.82,6.61
1995-10-28,1.17,1.17,7.68,8.68,1.17
1995-10-29,0.05,0.05,3.75,4.75,0.05
1995-10-30,0,0,1.34,2.34,0
1995-10-31,0.72,0.72,0.92,1.92,0.72
1995-11-01,0.04,0.044,-1.31,-0.31,0.044
1995-11-02,0.49,0.539,-1.33,-0.33,0.539
1995-11-03,6.78,7.458,-1.73,-0.73,7.458
1995-11-04,0.95,1.045,-3.85,-2.85,1.045
1995-11-05,0.03,0.033,-4.48,-3.48,0.033
1995-11-06,0.14,0.154,0.58,1.58,0.154
1995-11-07,0.01,0.011,-3.86,-2.86,0.011
1995-11-08,0.04,0.044,-3.33,-2.33,0.044
1995-11-09,6.25,6.875,0.42,1.42,6.875
1995-11-10,0.72,0.792,0.41,1.41,0.792
1995-11-11,0.02,0.022,-1.34,-0.34,0.022
1995-11-12,0.01,0.011,-2.79,-1.79,0.011
1995-11-13,0,0,-0.69,0.31,0
1995-11-14,0.07,0.077,-0.1,0.9,0.077
1995-11-15,1.6,1.76,0.51,1.51,1.76
1995-11-16,10.52,11.572,-1.23,-0.23,5.90501276120504
1995-11-17,5.9,6.49,-2.22,-1.22,6.49
1995-11-18,0.88,0.968,-5.68,-4.68,0.968
1995-11-19,0.11,0.121,-5.68,-4.68,0.121
1995-11-20,0.01,0.011,-9.02,-8.02,0.011
1995-11-21,0.02,0.022,-0.18,0.82,0.022
1995-11-22,0.03,0.033,-1.84,-0.84,0.033
1995-11-23,2.59,2.849,2.32,3.32,2.849
1995-11-24,1.76,1.936,6.14,7.14,1.936
1995-11-25,0.46,0.506,5.26,6.26,0.506
1995-11-26,0.09,0.099,3.44,4.44,0.099
1995-11-27,9.75,10.725,-0.07,0.93,10.725
1995-11-28,0.65,0.715,-3.09,-2.09,0.715
1995-11-29,0.04,0.044,-2.3,-1.3,0.044
1995-11-30,0,0,-4.04,-3.04,0
1995-12-01,0,0,-3.83,-2.83,0
1995-12-02,0.23,0.253,-2.91,-1.91,0.253
1995-12-03,0.12,0.132,-1.67,-0.67,0.132
1995-12-04,0.08,0.088,-3.67,-2.67,0.088
1995-12-05,0.05,0.055,-5.5,-4.5,0.055
1995-12-06,0.91,1.001,-3.01,-2.01,1.001
1995-12-07,0.09,0.099,-2.74,-1.74,0.099
1995-12-08,3.22,3.542,-0.5,0.5,3.542
1995-12-09,0.39,0.429,-1.3,-0.3,0.429
1995-12-10,1.17,1.287,0.24,1.24,1.287
1995-12-11,0.09,0.099,-1.95,-0.95,0.099
1995-12-12,0.18,0.198,-2.56,-1.56,0.198
1995-12-13,1.1,1.21,-1.97,-0.97,1.21
1995-12-14,0.1,0.11,-3.02,-2.02,0.11
1995-12-15,0.01,0.011,-1.85,-0.85,0.011
1995-12-16,0,0,-4.55,-3.55,0
1995-12-17,0.01,0.011,-3.23,-2.23,0.011
1995-12-18,0.27,0.297,-6.15,-5.15,0.297
1995-12-19,0.42,0.462,-9.23,-8.23,0.462
1995-12-20,0.1,0.11,-10.86,-9.86,0.11
1995-12-21,0,0,-11.15,-10.15,0
1995-12-22,0,0,-14.61,-13.61,0
1995-12-23,0.93,1.023,-10.7,-9.7,1.023
1995-12-24,0.07,0.077,-12.21,-11.21,0.077
1995-12-25,0,0,-17.81,-16.81,0
1995-12-26,0.01,0.011,-18.69,-17.69,0.011
1995-12-27,0,0,-15.7,-14.7,0
1995-12-28,0.02,0.022,-13.08,-12.08,0.022
1995-12-29,0.86,0.946,-7.81,-6.81,0.946
1995-12-30,0.19,0.209,-7.57,-6.57,0.209
1995-12-31,0.08,0.088,-11.41,-10.41,0.088
1996-01-01,0.12,0.132,-11.49,-10.49,0.132
1996-01-02,0.04,0.044,-14.77,-13.77,0.044
1996-01-03,0.08,0.088,-16.17,-15.17,0.088
1996-01-04,0.09,0.099,-9.24,-8.24,0.099
1996-01-05,0.02,0.022,-14.04,-13.04,0.022
1996-01-06,0.13,0.143,-9.01,-8.01,0.143
1996-01-07,0.57,0.627,-0.8,0.2,0.627
1996-01-08,1.82,2.002,-0.82,0.18,2.002
1996-01-09,0.38,0.418,-0.23,0.77,0.418
1996-01-10,0.09,0.099,0.38,1.38,0.099
1996-01-11,0.64,0.704,0.23,1.23,0.704
1996-01-12,0.31,0.341,0.17,1.17,0.341
1996-01-13,0.46,0.506,0.86,1.86,0.506
1996-01-14,0.26,0.286,0.88,1.88,0.286
1996-01-15,0.38,0.418,0.29,1.29,0.418
1996-01-16,0.41,0.451,-0.41,0.59,0.451
1996-01-17,0.03,0.033,-1.53,-0.53,0.033
1996-01-18,0.27,0.297,-1.38,-0.38,0.297
1996-01-19,0.56,0.616,-2.13,-1.13,0.616
1996-01-20,0.11,0.121,-2.99,-1.99,0.121
1996-01-21,0.11,0.121,-5.73,-4.73,0.121
1996-01-22,0.17,0.187,-4.62,-3.62,0.187
1996-01-23,0.04,0.044,-6.35,-5.35,0.044
1996-01-24,0.8,0.88,-4.55,-3.55,0.88
1996-01-25,0.61,0.671,-5.92,-4.92,0.671
1996-01-26,0.18,0.198,-6.16,-5.16,0.198
1996-01-27,0.03,0.033,-10.14,-9.14,0.033
1996-01-28,0.01,0.011,-5.15,-4.15,0.011
1996-01-29,0,0,-3.42,-2.42,0
1996-01-30,0.02,0.022,-4.49,-3.49,0.022
1996-01-31,0,0,-6.58,-5.58,0
1996-02-01,0.02,0.022,-7.49,-6.49,0.022
1996-02-02,0.07,0.077,-8.63,-7.63,0.077
1996-02-03,0.11,0.121,-6.65,-5.65,0.121
1996-02-04,0.07,0.077,-8.44,-7.44,0.077
1996-02-05,0.01,0.011,-14.11,-13.11,0.011
1996-02-06,0.09,0.099,-15.38,-14.38,0.099
1996-02-07,0.08,0.088,-13.52,-12.52,0.088
1996-02-08,0.22,0.242,-12.33,-11.33,0.242
1996-02-09,0.5,0.55,-10.83,-9.83,0.55
1996-02-10,0.53,0.583,-7.95,-6.95,0.583
1996-02-11,0.4,0.44,-6.49,-5.49,0.44
1996-02-12,0.92,1.012,-7.22,-6.22,1.012
1996-02-13,0.09,0.099,-9.51,-8.51,0.099
1996-02-14,0,0,-9.87,-8.87,0
1996-02-15,2.45,2.695,-1.8,-0.8,2.695
1996-02-16,0.57,0.627,-1.33,-0.33,0.627
1996-02-17,2.11,2.321,-10.34,-9.34,2.321
1996-02-18,0.1,0.11,-16.55,-15.55,0.11
1996-02-19,0.1,0.11,-11.7,-10.7,0.11
1996-02-20,0.01,0.011,-10.49,-9.49,0.011
1996-02-21,0,0,-11.72,-10.72,0
1996-02-22,0.16,0.176,-11.81,-10.81,0.176
1996-02-23,0.01,0.011,-13.31,-12.31,0.011
1996-02-24,0.08,0.088,-6.4,-5.4,0.088
1996-02-25,0.3,0.33,-4.23,-3.23,0.33
1996-02-26,4.34,4.774,0.42,1.42,4.774
1996-02-27,1.92,2.112,0.77,1.77,2.112
1996-02-28,0.42,0.462,0.25,1.25,0.462
1996-02-29,2.66,2.926,0.46,1.46,2.926
1996-03-01,0.6,0.63,-0.83,0.17,0.63
1996-03-02,0.23,0.2415,-2.26,-1.26,0.2415
1996-03-03,0.02,0.021,-3.72,-2.72,0.021
1996-03-04,0.89,0.9345,-0.64,0.36,0.9345
1996-03-05,0.08,0.084,0.13,1.13,0.084
1996-03-06,1.21,1.2705,-0.66,0.34,1.2705
1996-03-07,0.1,0.105,0.75,1.75,0.105
1996-03-08,0,0,0.5,1.5,0
1996-03-09,0.01,0.0105,-0.78,0.22,0.0105
1996-03-10,0.01,0.0105,-0.49,0.51,0.0105
1996-03-11,0.38,0.399,-1.8,-0.8,0.399
1996-03-12,0.06,0.063,-2.43,-1.43,0.063
1996-03-13,0.08,0.084,-2.14,-1.14,0.084
1996-03-14,0.27,0.2835,-0.99,0.01,0.2835
1996-03-15,1.12,1.176,-1.24,-0.24,1.176
1996-03-16,0.56,0.588,-0.28,0.72,0.588
1996-03-17,0.2,0.21,-0.97,0.03,0.21
1996-03-18,0.01,0.0105,-1.71,-0.71,0.0105
1996-03-19,0,0,-1.63,-0.63,0
1996-03-20,0,0,-0.17,0.83,0
1996-03-21,0.1,0.105,-1.47,-0.47,0.105
1996-03-22,0.03,0.0315,-1.34,-0.34,0.0315
1996-03-23,0.05,0.0525,-0.29,0.71,0.0525
1996-03-24,0.05,0.0525,-0.31,0.69,0.0525
1996-03-25,0.01,0.0105,0.84,1.84,0.0105
1996-03-26,0.9,0.945,0.32,1.32,0.945
1996-03-27,0.25,0.2625,0.74,1.74,0.2625
1996-03-28,10.11,10.6155,1.01,2.01,10.6155
1996-03-29,12.21,12.8205,-0.89,0.11,8.2957597116628
1996-03-30,6.88,7.224,-1.22,-0.22,7.224
1996-03-31,7.73,8.1165,-0.32,0.68,8.1165
1996-04-01,0.93,0.9765,-0.65,0.35,0.9765
1996-04-02,0.13,0.1365,-1.4,-0.4,0.1365
1996-04-03,0.01,0.0105,-0.24,0.76,0.0105
1996-04-04,0,0,0.9,1.9,0
1996-04-05,0,0,2.19,3.19,0
1996-04-06,0,0,4.64,5.64,0
1996-04-07,0,0,6.04,7.04,0
1996-04-08,0,0,6.28,7.28,0
1996-04-09,0.01,0.0105,7.87,8.87,0.0105
1996-04-10,0.21,0.2205,2.03,3.03,0.2205
1996-04-11,2.58,2.709,-0.77,0.23,2.709
1996-04-12,0.27,0.2835,-0.85,0.15,0.2835
1996-04-13,0.01,0.0105,1.27,2.27,0.0105
1996-04-14,0,0,4.14,5.14,0
1996-04-15,0,0,4.98,5.98,0
1996-04-16,0,0,6.26,7.26,0
1996-04-17,0,0,8.34,9.34,0
1996-04-18,0,0,9.76,10.76,0
1996-04-19,0.05,0.0525,9.8,10.8,0.0525
1996-04-20,0.01,0.0105,9.73,10.73,0.0105
1996-04-21,0,0,9.98,10.98,0
1996-04-22,0,0,13.42,14.42,0
1996-04-23,0.27,0.2835,8.87,9.87,0.2835
1996-04-24,1.14,1.197,6.57,7.57,1.197
1996-04-25,8.46,8.883,4.98,5.98,8.883
1996-04-26,5.72,6.006,4.68,5.68,6.006
1996-04-27,0.3,0.315,8.53,9.53,0.315
1996-04-28,0.71,0.7455,8.37,9.37,0.7455
1996-04-29,0.34,0.357,3.95,4.95,0.357
1996-04-30,1.75,1.8375,4.25,5.25,1.8375
1996-05-01,0.36,0.378,6.46,7.46,0.378
1996-05-02,0.04,0.042,7.39,8.39,0.042
1996-05-03,0.53,0.5565,7.43,8.43,0.5565
1996-05-04,0.59,0.6195,7.46,8.46,0.6195
1996-05-05,13.98,14.679,3.85,4.85,12.4809121801628
1996-05-06,11.15,11.7075,2.97,3.97,6.13147565464759
1996-05-07,0.81,0.8505,5.29,6.29,0.8505
1996-05-08,0.01,0.0105,6.35,7.35,0.0105
1996-05-09,0.16,0.168,5.79,6.79,0.168
1996-05-10,1.46,1.533,5.78,6.78,1.533
1996-05-11,0.18,0.189,9.28,10.28,0.189
1996-05-12,0.01,0.0105,12.87,13.87,0.0105
1996-05-13,0,0,14.85,15.85,0
1996-05-14,0.52,0.546,13.98,14.98,0.546
1996-05-15,6.48,6.804,5.19,6.19,6.804
1996-05-16,1.42,1.491,5.05,6.05,1.491
1996-05-17,0.09,0.0945,3.59,4.59,0.0945
1996-05-18,0.06,0.063,4.73,5.73,0.063
1996-05-19,0.01,0.0105,6.21,7.21,0.0105
1996-05-20,0,0,7.17,8.17,0
1996-05-21,0,0,8.74,9.74,0
1996-05-22,0,0,10.79,11.79,0
1996-05-23,0.01,0.0105,12.05,13.05,0.0105
1996-05-24,0.92,0.966,11.74,12.74,0.966
1996-05-25,12.78,13.419,9.99,10.99,9.54126660467401
1996-05-26,1.11,1.1655,10.53,11.53,1.1655
1996-05-27,1.2,1.26,10.45,11.45,1.26
1996-05-28,11.85,12.4425,8.18,9.18,7.54125839158658
1996-05-29,0.97,1.0185,8.99,9.99,1.0185
1996-05-30,0.03,0.0315,11.59,12.59,0.0315
1996-05-31,0,0,11.25,12.25,0
1996-06-01,0.13,0.117,13.09,14.09,0.117
1996-06-02,0.02,0.018,12.76,13.76,0.018
1996-06-03,0,0,13.2,14.2,0
1996-06-04,0,0,13.86,14.86,0
1996-06-05,0,0,15.81,16.81,0
1996-06-06,1.08,0.972,16.76,17.76,0.972
1996-06-07,0.07,0.063,16.99,17.99,0.063
1996-06-08,0,0,18.59,19.59,0
1996-06-09,0.03,0.027,17.33,18.33,0.027
1996-06-10,0.34,0.306,17.7,18.7,0.306
1996-06-11,0.03,0.027,18.74,19.74,0.027
1996-06-12,9.48,8.532,16.87,17.87,8.532
1996-06-13,8.7,7.83,13.88,14.88,7.83
1996-06-14,0.73,0.657,12.67,13.67,0.657
1996-06-15,0.42,0.378,13.17,14.17,0.378
1996-06-16,0.03,0.027,14.96,15.96,0.027
1996-06-17,1.28,1.152,16.93,17.93,1.152
1996-06-18,1.59,1.431,14.54,15.54,1.431
1996-06-19,12.93,11.637,11.36,12.36,5.98473497954527
1996-06-20,3.88,3.492,12.02,13.02,3.492
1996-06-21,8.53,7.677,12.05,13.05,7.677
1996-06-22,6.7,6.03,12.22,13.22,6.03
1996-06-23,0.92,0.828,13.62,14.62,0.828
1996-06-24,0.09,0.081,14.26,15.26,0.081
1996-06-25,0,0,14.82,15.82,0
1996-06-26,0.68,0.612,16.66,17.66,0.612
1996-06-27,4.22,3.798,16.26,17.26,3.798
1996-06-28,1.75,1.575,14.66,15.66,1.575
1996-06-29,0.1,0.09,16.34,17.34,0.09
1996-06-30,0.39,0.351,15.82,16.82,0.351
1996-07-01,18.41,16.569,12.86,13.86,16.3987685293315
1996-07-02,6.95,6.255,13,14,6.255
1996-07-03,1.15,1.035,12.51,13.51,1.035
1996-07-04,5.74,5.166,13.43,14.43,5.166
1996-07-05,19.33,17.397,14.84,15.84,18.1891515591417
1996-07-06,1.42,1.278,14.07,15.07,1.278
1996-07-07,0.16,0.144,14.85,15.85,0.144
1996-07-08,0.45,0.405,14.99,15.99,0.405
1996-07-09,12.07,10.863,12.9,13.9,10.863
1996-07-10,17.76,15.984,13.61,14.61,15.0352305678285
1996-07-11,0.92,0.828,17.41,18.41,0.828
1996-07-12,1.48,1.332,16.56,17.56,1.332
1996-07-13,4.47,4.023,15.61,16.61,4.023
1996-07-14,2.1,1.89,16.44,17.44,1.89
1996-07-15,0.49,0.441,15.31,16.31,0.441
1996-07-16,1.61,1.449,13.17,14.17,1.449
1996-07-17,0.25,0.225,13.65,14.65,0.225
1996-07-18,5.29,4.761,12.19,13.19,4.761
1996-07-19,1.66,1.494,14.02,15.02,1.494
1996-07-20,3.58,3.222,14.52,15.52,3.222
1996-07-21,0.38,0.342,14.83,15.83,0.342
1996-07-22,0.03,0.027,16.78,17.78,0.027
1996-07-23,0,0,19.15,20.15,0
1996-07-24,0.61,0.549,19.55,20.55,0.549
1996-07-25,2.02,1.818,18.49,19.49,1.818
1996-07-26,3,2.7,19.65,20.65,2.7
1996-07-27,0.27,0.243,18.12,19.12,0.243
1996-07-28,0.38,0.342,16.58,17.58,0.342
1996-07-29,0.18,0.162,16.57,17.57,0.162
1996-07-30,0.03,0.027,16.41,17.41,0.027
1996-07-31,0.44,0.396,16.31,17.31,0.396
1996-08-01,1.91,1.719,16.8,17.8,1.719
1996-08-02,9.23,8.307,15.21,16.21,8.307
1996-08-03,1.65,1.485,14.5,15.5,1.485
1996-08-04,0.11,0.099,16.74,17.74,0.099
1996-08-05,0.01,0.009,17.96,18.96,0.009
1996-08-06,0.03,0.027,17.51,18.51,0.027
1996-08-07,0.37,0.333,16.86,17.86,0.333
1996-08-08,0.21,0.189,17.15,18.15,0.189
1996-08-09,1.29,1.161,17.25,18.25,1.161
1996-08-10,0.14,0.126,17.8,18.8,0.126
1996-08-11,0.08,0.072,19.03,20.03,0.072
1996-08-12,0,0,19.26,20.26,0
1996-08-13,0.01,0.009,19.51,20.51,0.009
1996-08-14,0.24,0.216,19.64,20.64,0.216
1996-08-15,8.57,7.713,18.37,19.37,7.713
1996-08-16,0.72,0.648,19.21,20.21,0.648
1996-08-17,0.18,0.162,19.97,20.97,0.162
1996-08-18,0.01,0.009,19.56,20.56,0.009
1996-08-19,0,0,20.55,21.55,0
1996-08-20,0,0,21.37,22.37,0
1996-08-21,0,0,21.69,22.69,0
1996-08-22,0.34,0.306,20.88,21.88,0.306
1996-08-23,6.58,5.922,18.57,19.57,5.922
1996-08-24,8.98,8.082,18.38,19.38,8.082
1996-08-25,6.9,6.21,18.95,19.95,6.21
1996-08-26,21.75,19.575,17.34,18.34,23.4070408724814
1996-08-27,12.64,11.376,17.19,18.19,5.55269671729336
1996-08-28,0.85,0.765,17.53,18.53,0.765
1996-08-29,3.64,3.276,17.75,18.75,3.276
1996-08-30,0.62,0.558,17.21,18.21,0.558
1996-08-31,13.29,11.961,16.06,17.06,6.59634314649884
1996-09-01,1.7,1.7,15.6,16.6,1.7
1996-09-02,0.08,0.08,15.32,16.32,0.08
1996-09-03,0.36,0.36,15.6,16.6,0.36
1996-09-04,0.04,0.04,12.01,13.01,0.04
1996-09-05,0.38,0.38,10.73,11.73,0.38
1996-09-06,0.57,0.57,9.97,10.97,0.57
1996-09-07,0.89,0.89,10.83,11.83,0.89
1996-09-08,0.24,0.24,10.7,11.7,0.24
1996-09-09,0.02,0.02,9.48,10.48,0.02
1996-09-10,1.03,1.03,8.44,9.44,1.03
1996-09-11,0.15,0.15,7.49,8.49,0.15
1996-09-12,17.24,17.24,7.44,8.44,17.6593737027287
1996-09-13,7.82,7.82,10.02,11.02,7.82
1996-09-14,1.1,1.1,8.66,9.66,1.1
1996-09-15,0.85,0.85,9.4,10.4,0.85
1996-09-16,0.06,0.06,9.58,10.58,0.06
1996-09-17,0,0,9.58,10.58,0
1996-09-18,0,0,9.57,10.57,0
1996-09-19,0.12,0.12,10.73,11.73,0.12
1996-09-20,0.02,0.02,7.52,8.52,0.02
1996-09-21,0,0,6.87,7.87,0
1996-09-22,0.09,0.09,8.86,9.86,0.09
1996-09-23,0.02,0.02,8.71,9.71,0.02
1996-09-24,0.01,0.01,7.66,8.66,0.01
1996-09-25,0,0,6.6,7.6,0
1996-09-26,0,0,7.22,8.22,0
1996-09-27,0.15,0.15,8.91,9.91,0.15
1996-09-28,5.31,5.31,9.22,10.22,5.31
1996-09-29,4.74,4.74,8.77,9.77,4.74
1996-09-30,1.14,1.14,10.64,11.64,1.14
1996-10-01,0.17,0.17,10.33,11.33,0.17
1996-10-02,0.04,0.04,7.96,8.96,0.04
1996-10-03,0.06,0.06,7.37,8.37,0.06
1996-10-04,1.41,1.41,10.05,11.05,1.41
1996-10-05,0.12,0.12,8.36,9.36,0.12
1996-10-06,0.06,0.06,10.15,11.15,0.06
1996-10-07,0.04,0.04,12.43,13.43,0.04
1996-10-08,1.45,1.45,11.94,12.94,1.45
1996-10-09,0.42,0.42,10.5,11.5,0.42
1996-10-10,0.04,0.04,7.87,8.87,0.04
1996-10-11,0,0,4.38,5.38,0
1996-10-12,0.56,0.56,9.73,10.73,0.56
1996-10-13,3.17,3.17,7.38,8.38,3.17
1996-10-14,0.65,0.65,6.67,7.67,0.65
1996-10-15,0.61,0.61,8.84,9.84,0.61
1996-10-16,0.07,0.07,8.42,9.42,0.07
1996-10-17,7.08,7.08,9.58,10.58,7.08
